#NAME?,Target Muscle Group 
Single Arm Clubbell Inside Pendulum,Abdominals
Double Clubbell Swipe,Legs
Single Arm Clubbell Swipe,Legs
Single Arm Clubbell Cross Body Swipe,Abdominals
Bar Scapular Pull Up,Back
Single Arm Clubbell Inside Circle to Shield Cast,Rear Shoulder
Clubbell Barbarian Squat,Legs
Single Arm Clubbell Inside Circle to Outside Circle,Abdominals
Clubbell Inside Circle to Outside Circle,Abdominals
Double Clubbell Barbarian Squat,Legs
Single Arm Clubbell Side to Side Swing,Abdominals
Alternating Single Arm Clubbell Side to Side Swing,Abdominals
Clubbell Alternating Inside Pendulum to Gamma Cast,Rear Shoulder
Single Arm Clubbell Single Leg Standing Bent Knee Contralateral Shield Cast,Rear Shoulder
Bar Skin the Cat,Front Shoulder
Single Arm Kettlebell Bottoms Up Tall Kneeling Overhead Press,Front Shoulder
Single Arm Clubbell Inside Circle to Front Flag Press,Front Shoulder
Double Clubbell Order Bulgarian Split Squat,Legs
Barbell Hang Squat Clean,Legs
Alternating Single Arm Kettlebell Feet Elevated Plank Pull Through,Abdominals
Miniband Supine Alternating Hip Flexion,Legs
Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,Front Shoulder
Alternating Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,Front Shoulder
Double Kettlebell Bottoms Up Half Kneeling Overhead Press,Front Shoulder
Alternating Double Kettlebell Bottoms Up Half Kneeling Overhead Press,Front Shoulder
Single Arm Clubbell Barbarian Squat,Legs
Single Arm Clubbell Single Leg Standing Bent Knee Ipsilateral Shield Cast,Rear Shoulder
Clubbell Order Cyclist Squat,Legs
Single Arm Clubbell Order Contralateral Bulgarian Split Squat,Legs
Alternating Single Arm Macebell 10 to 2,Rear Shoulder
Double Kettlebell Bottoms Up Tall Kneeling Seesaw Overhead Press,Front Shoulder
Clubbell Inside Pendulum to Inside Pullover,Back
Clubbell Order Squat,Legs
Single Arm Clubbell Order Ipsilateral Bulgarian Split Squat,Legs
Single Arm Clubbell Order Squat,Legs
Double Clubbell Order Squat,Legs
Clubbell Alternating Inside Pendulum to Inside Pullover,Back
Double Kettlebell Push Up,Chest
Bodyweight Pseudo Planche Lean,Abdominals
Macebell 360 to Single Arm 360,Rear Shoulder
Tire Feet Elevated Decline Push Up,Chest
Bodyweight Bench Feet Elevated Decline Push Up,Chest
Bodyweight Box Feet Elevated Decline Push Up,Chest
Bodyweight Feet Elevated Pike Push Up,Front Shoulder
Tire Feet Elevated Pike Push Up,Front Shoulder
Double Kettlebell Bottoms Up Push Jerk,Front Shoulder
Alternating Double Kettlebell Bottoms Up Push Jerk,Front Shoulder
Single Arm Kettlebell Bottoms Up Overhead Press,Front Shoulder
Single Arm Kettlebell Bottoms Up Push Press,Front Shoulder
Bulgarian Bag Side to Side Swing,Abdominals
Single Arm Kettlebell Bottoms Up Half Kneeling Ipsilateral Overhead Press,Front Shoulder
Single Ring Rotational Row,Back
Trap Bar Bottoms Up Tall Kneeling Overhead Press,Front Shoulder
Clubbell Clean,Legs
Double Clubbell Clean,Legs
Single Arm Clubbell Clean,Legs
Trap Bar Z Press,Front Shoulder
Trap Bar Bottoms Up Floor Press,Chest
Trap Bar Bottoms Up Bench Press,Chest
Bulgarian Bag Alternating Spin to Side Swing Squat,Rear Shoulder
Bulgarian Bag Swipe,Legs
Bulgarian Bag Snatch,Legs
Bulgarian Bag Alternating Rotational Snatch,Front Shoulder
Bulgarian Bag Alternating Side Swing Squat,Abdominals
Bulgarian Bag Dead Clean,Legs
Bulgarian Bag Swing,Legs
Bulgarian Bag Front Rack Squat,Legs
Bulgarian Bag Back Rack Squat,Legs
Bulgarian Bag Swing Squat,Legs
Bulgarian Bag Alternating Forward Lunge with Rotation,Legs
Battle Rope Single Leg Standing Double Wave,Biceps
Battle Rope Single Leg Standing Power Slam,Abdominals
Landmine V Grip Tall Kneeling Chest Press,Chest
Double Clubbell Swipe to Alternating Shield Cast,Rear Shoulder
Double Clubbell Order Cyclist Squat,Legs
Single Arm Clubbell Order Cyclist Squat,Legs
Alternating Double Kettlebell Bottoms Up Z Press,Front Shoulder
Battle Rope Single Leg Standing Clap,Middle Shoulder
Single Arm Macebell Mill,Rear Shoulder
Dumbbell Goblet Low Switch Cossack Squat,Legs
Double Kettlebell Clean to Alternating Thruster,Front Shoulder
Double Kettlebell Clean to Alternating Overhead Press,Front Shoulder
Double Kettlebell Bottoms Up Clean to Thruster,Front Shoulder
Double Kettlebell Bottoms Up Clean to Alternating Thruster,Front Shoulder
Double Kettlebell Bottoms Up Clean to Alternating Overhead Press,Front Shoulder
Double Kettlebell Clean to Split Jerk,Front Shoulder
Double Kettlebell Bottoms Up Clean to Split Jerk,Front Shoulder
Double Dumbbell Front Rack Cossack Squat,Legs
Double Dumbbell Overhead Alternating Cossack Squat,Legs
Double Dumbbell Overhead Cossack Squat,Legs
Double Dumbbell Low Hold Alternating Cossack Squat,Legs
Double Dumbbell Low Hold Cossack Squat,Legs
Single Arm Kettlebell Clean to Split Jerk,Front Shoulder
Alternating Single Arm Kettlebell Clean to Split Jerk,Front Shoulder
Suspension Low Switch Cossack Squat,Legs
Suspension Cossack Squat,Legs
Single Arm Suspension Alternating Cossack Squat,Legs
Single Arm Suspension Contralateral Cossack Squat,Legs
Single Arm Suspension Low Switch Cossack Squat,Legs
Suspension Foot Elevated Cossack Squat,Legs
Single Arm Suspension Foot Elevated Contralateral Cossack Squat,Legs
Barbell Overhead Cossack Squat,Legs
Barbell Front Rack Low Switch Cossack Squat,Legs
Barbell Back Rack Low Switch Cossack Squat,Legs
Barbell Back Rack Cossack Squat,Legs
Barbell Front Rack Cossack Squat,Legs
Landmine Goblet Cossack Squat,Legs
Landmine Goblet Low Switch Cossack Squat,Legs
Landmine Goblet Foot Elevated Cossack Squat,Legs
Landmine Low Hold Cossack Squat,Legs
Landmine Low Hold Low Switch Cossack Squat,Legs
Landmine Low Hold Foot Elevated Cossack Squat,Legs
Dumbbell Goblet Cossack Squat,Legs
Single Arm Dumbbell Front Rack Contralateral Cossack Squat,Legs
Double Dumbbell Overhead Low Switch Cossack Squat,Legs
Double Dumbbell Overhead Foot Elevated Cossack Squat,Legs
Double Dumbbell Front Rack Low Switch Cossack Squat,Legs
Double Dumbbell Front Rack Foot Elevated Cossack Squat,Legs
Single Arm Dumbbell Front Rack Alternating Cossack Squat,Legs
Single Arm Dumbbell Front Rack Low Switch Cossack Squat,Legs
Dumbbell Low Hold Cossack Squat,Legs
Dumbbell Low Hold Alternating Cossack Squat,Legs
Double Dumbbell Low Hold Low Switch Cossack Squat,Legs
Double Dumbbell Low Hold Foot Elevated Cossack Squat,Legs
Dumbbell Low Hold Low Switch Cossack Squat,Legs
Dumbbell Low Hold Foot Elevated Cossack Squat,Legs
Single Arm Dumbbell Overhead Contralateral Cossack Squat,Legs
Single Arm Dumbbell Overhead Ipsilateral Cossack Squat,Legs
Single Arm Kettlebell Bottoms Up Clean to Split Jerk,Front Shoulder
Alternating Single Arm Kettlebell Bottoms Up Clean to Split Jerk,Front Shoulder
Double Kettlebell Bottoms Up Split Jerk,Front Shoulder
Clubbell Order Alternating Cossack Squat,Legs
Clubbell Order Cossack Squat,Legs
Clubbell Order Low Switch Cossack Squat,Legs
Clubbell Order Foot Elevated Cossack Squat,Legs
Double Clubbell Order Alternating Cossack Squat,Legs
Double Clubbell Order Cossack Squat,Legs
Double Clubbell Order Low Switch Cossack Squat,Legs
Double Clubbell Order Foot Elevated Cossack Squat,Legs
Clubbell Front Flag Hold Cossack Squat,Legs
Clubbell Front Flag Hold Alternating Cossack Squat,Legs
Clubbell Front Flag Hold Low Switch Cossack Squat,Legs
Clubbell Front Flag Hold Foot Elevated Cossack Squat,Legs
Double Clubbell Front Flag Hold Cossack Squat,Legs
Double Clubbell Front Flag Hold Alternating Cossack Squat,Legs
Double Clubbell Front Flag Hold Low Switch Cossack Squat,Legs
Double Clubbell Front Flag Hold Foot Elevated Cossack Squat,Legs
Single Arm Clubbell Order Contralateral Cossack Squat,Legs
Single Arm Clubbell Order Alternating Cossack Squat,Legs
Single Arm Clubbell Order Low Switch Cossack Squat,Legs
Single Arm Clubbell Order Foot Elevated Contralateral Cossack Squat,Legs
Single Arm Clubbell Front Flag Hold Contralateral Cossack Squat,Legs
Single Arm Clubbell Front Flag Hold Alternating Cossack Squat,Legs
Single Arm Clubbell Front Flag Hold Low Switch Cossack Squat,Legs
Single Arm Clubbell Front Flag Hold Foot Elevated Contralateral Cossack Squat,Legs
Heavy Sandbag Bear Hug Carry,Abdominals
Dumbbell Hip Thrust,Legs
Double Dumbbell Overhead Carry,Front Shoulder
Single Arm Kettlebell Bottoms Up Split Jerk,Front Shoulder
Alternating Single Arm Kettlebell Bottoms Up Clean,Legs
Single Arm Kettlebell Bottoms Up Clean,Legs
Alternating Single Arm Kettlebell Bottoms Up Clean to Thruster,Front Shoulder
Alternating Single Arm Kettlebell Bottoms Up Clean to Front Rack Squat,Legs
Heavy Sandbag Shoulder Carry,Abdominals
Double Dumbbell Front Rack Carry,Abdominals
Single Arm Dumbbell Front Rack Carry,Abdominals
Double Clubbell Order Carry,Forearms
Single Arm Clubbell Order Carry,Forearms
Double Clubbell Front Flag Hold Carry,Forearms
Single Arm Clubbell Front Flag Hold Carry,Forearms
Barbell Overhead Carry,Front Shoulder
Single Arm Barbell Overhead Carry,Front Shoulder
Barbell Front Rack Carry,Abdominals
Single Arm Kettlebell Split Squat Thruster,Legs
Double Kettlebell Suitcase Alternating Reverse Lunge,Legs
Alternating Single Arm Kettlebell Sumo Deadlift,Back
Single Arm Kettlebell Suitcase March,Abdominals
Single Arm Kettlebell Bottoms Up Overhead March,Abdominals
Single Arm Kettlebell Bottoms Up Front Rack March,Abdominals
Double Kettlebell Half Snatch,Legs
Alternating Single Arm Kettlebell Half Snatch,Legs
Single Arm Kettlebell Half Snatch,Front Shoulder
Double Kettlebell Half Snatch to Thruster,Front Shoulder
Double Kettlebell Overhead Cossack Squat,Legs
Heavy Sandbag Bear Hug Squat,Legs
Heavy Sandbag Shoulder Squat,Legs
Heavy Sandbag Turkish Get Up,Abdominals
Heavy Sandbag Bear Hug Alternating Forward Lunge,Legs
Heavy Sandbag Bear Hug Alternating Reverse Lunge,Legs
Heavy Sandbag Shoulder Alternating Forward Lunge,Legs
Heavy Sandbag Shoulder Alternating Reverse Lunge,Legs
Heavy Sandbag Shoulder Walking Lunge,Legs
Heavy Sandbag Shoulder Clean,Legs
Heavy Sandbag Over the Shoulder,Legs
Heavy Sandbag Alternating Shoulder Clean,Legs
Heavy Sandbag Alternating Over the Shoulder,Legs
Heavy Sandbag Bear Hug Walking Lunge,Legs
Double Dumbbell Turkish Get Up,Abdominals
Single Arm Macebell Reverse Mill,Rear Shoulder
Bodyweight Hand Assisted Sissy Squat,Legs
Bodyweight Sissy Squat,Legs
Bodyweight Hand Assisted Knee Over Toe Split Squat,Legs
Superband Sissy Squat,Legs
Double Dumbbell Front Rack Walking Lunge,Legs
Single Arm Dumbbell Suitcase Walking Lunge,Legs
Single Arm Dumbbell Overhead Walking Lunge,Legs
Single Arm Dumbbell Front Rack Walking Lunge,Legs
Barbell Front Rack Walking Lunge,Legs
Kettlebell Goblet Horse Stance Squat,Legs
Double Kettlebell Alternating Forward Lunge Snatch,Legs
Alternating Single Arm Clubbell Reverse Mill,Rear Shoulder
Macebell Mill,Rear Shoulder
Double Clubbell Order Walking Lunge,Legs
Single Arm Clubbell Order Walking Lunge,Legs
Clubbell Order Walking Lunge,Legs
Double Clubbell Front Flag Hold Walking Lunge,Legs
Single Arm Clubbell Front Flag Hold Walking Lunge,Legs
Clubbbell Front Flag Hold Walking Lunge,Legs
Bodyweight Box Jump,Legs
Bodyweight Lateral Box Jump,Legs
Bodyweight Alternating Lateral Box Jump,Legs
Bodyweight Straddle Planche,Abdominals
Macebell Single Leg Offset Bent Over Row,Back
Single Arm Kettlebell Bird Dog Row,Back
Double Kettlebell Half Snatch to Front Rack Squat,Front Shoulder
Single Arm Suspension Ipsilateral Pistol Squat,Legs
Kettlebell Single Leg Standing Hip Flexion,Legs
Double Kettlebell Bottoms Up Overhead Cossack Squat,Legs
Alternating Single Arm Macebell 360,Rear Shoulder
Double Kettlebell Low Hold Cossack Squat,Legs
Double Kettlebell Low Hold Alternating Cossack Squat,Legs
Kettlebell Goblet Alternating Cossack Squat,Legs
Barbell Zercher Carry,Abdominals
Double Kettlebell Bottoms Up Seated Overhead Press,Front Shoulder
Alternating Double Kettlebell Bottoms Up Seated Overhead Press,Front Shoulder
Single Arm Kettlebell Bottoms Up Seated Overhead Press,Front Shoulder
Macebell Offset Overhead Press,Front Shoulder
Single Arm Dumbbell Sots Press,Front Shoulder
Double Dumbbell Sots Press,Front Shoulder
Single Arm Kettlebell Front Rack Alternating Cossack Squat,Legs
Single Arm Kettlebell Ipsilateral Cossack Squat Thruster,Front Shoulder
Kettlebell Goblet Foot Elevated Cossack Squat,Legs
Double Dumbbell Overhead Alternating Step Up,Legs
Single Arm Dumbbell Overhead Contralateral Step Up,Legs
Barbell Overhead Alternating Step Up,Legs
Barbell Overhead Step Up,Legs
Single Arm Dumbbell Suitcase Contralateral Step Up,Legs
Single Arm Dumbbell Suitcase Ipsilateral Step Up,Legs
Single Arm Dumbbell Overhead Ipsilateral Step Up,Legs
Single Arm Kettlebell Bottoms Up Overhead Alternating Cossack Squat,Legs
Kettlebell Goblet Low Switch Cossack Squat,Legs
Kettlebell Low Hold Cossack Squat,Legs
Kettlebell Low Hold Alternating Cossack Squat,Legs
Single Arm Kettlebell Front Rack Ipsilateral Cossack Squat,Legs
Double Kettlebell Front Rack Carry,Abdominals
Double Kettlebell Overhead Carry,Front Shoulder
Double Kettlebell Bottoms Up Overhead Carry,Front Shoulder
Single Arm Kettlebell Overhead Carry,Front Shoulder
Single Arm Kettlebell Bottoms Up Overhead Carry,Front Shoulder
Single Arm Kettlebell Half Kneeling Bent Press,Front Shoulder
Double Clubbell Order Step Up,Legs
Double Clubbell Order Alternating Step Up,Legs
Single Arm Clubbell Order Contralateral Step Up,Legs
Single Arm Clubbell Order Ipsilateral Step Up,Legs
Bar Advanced Tuck Back Lever,Abdominals
Bar Advanced Tuck Front Lever,Abdominals
Alternating Double Dumbbell Sots Press,Front Shoulder
Double Dumbbell Seesaw Sots Press,Front Shoulder
Suspension Single Leg Standing Bent Knee Mid Row,Back
Bar Circle Front Lever,Abdominals
Suspension Single Leg Standing Bent Knee Low Row,Back
Single Arm Suspension Rotational Row,Back
Alternating Double Indian Club Outer Heart Shaped Swing,Rear Shoulder
Double Indian Club Parallel Swing,Rear Shoulder
Suspension Feet Elevated Decline Push Up,Chest
Bar Front Lever Pull to Inverted Hang,Abdominals
Bar Full Back Lever,Abdominals
Bar Full Front Lever,Abdominals
Slider Atomic Push Up,Chest
Slider Reach Push Up,Chest
Bar Half Lay Back Lever,Abdominals
Bar Half Lay Front Lever,Abdominals
Bar Hanging Knee Raise,Abdominals
Bar Hanging Knees to Elbows,Abdominals
Bar Hanging Knees to Wrists,Abdominals
Bar Hanging Leg Raise,Abdominals
Bar Hanging Leg Raise Toes to Bar,Abdominals
Bar Hanging Oblique Knee Raise,Abdominals
Bar Inverted Hang,Abdominals
Bar L Sit Hang Flutter Kicks,Abdominals
Single Arm Kettlebell Half Kneeling Ipsilateral Overhead Press,Front Shoulder
Suspension Rotational Row,Back
Slider Alternating Reach Push Up,Chest
Alternating Single Arm Landmine Z Press,Front Shoulder
Single Arm Macebell Bull Whip,Rear Shoulder
Bar Single Leg Out Back Lever,Abdominals
Bar Single Leg Out Front Lever,Abdominals
Double Kettlebell Bottoms Up Push Press,Front Shoulder
Bar Straddle Back Lever,Abdominals
Bar Straddle Front Lever,Abdominals
Alternating Double Kettlebell Bottoms Up Push Press,Front Shoulder
Alternating Double Kettlebell Bottoms Up Overhead Press,Front Shoulder
Bar Tuck Back Lever,Abdominals
Double Kettlebell Bottoms Up Seesaw Overhead Press,Front Shoulder
Bar Tuck Front Lever,Abdominals
Double Kettlebell Bottoms Up Half Kneeling Seesaw Overhead Press,Front Shoulder
Ring Full Planche Push Up,Chest
Ring Straddle Planche Push Up,Chest
Bodyweight Fingertip Full Planche Push Up,Chest
Parallette Wall Supported Handstand Push Up,Front Shoulder
Ring Grip Push Up,Chest
Single Arm Barbell Overhead Press,Front Shoulder
Ring Shoulder Stand,Front Shoulder
Ring Strap Handstand,Front Shoulder
Ring Handstand,Front Shoulder
Ring Strap Handstand Push Up,Front Shoulder
Bodyweight Straddle Press Handstand ,Front Shoulder
Bodyweight Alternating Step Up,Legs
Bodyweight Step Up,Legs
Macebell Order Cossack Squat,Legs
Macebell Order Alternating Cossack Squat,Legs
Macebell Order Low Switch Cossack Squat,Legs
Macebell Order Foot Elevated Cossack Squat,Legs
Bodyweight Pike Press Handstand,Front Shoulder
Parallette L Sit to Straddle Press Handstand,Front Shoulder
Parallette L Sit to Pike Press Handstand,Front Shoulder
Heavy Sandbag Clean to Push Press,Front Shoulder
Ring Tuck Front Lever Pull Up,Back
Ring Advanced Tuck Front Lever Pull Up,Back
Double Kettlebell Suitcase Walking Lunge,Legs
Double Clubbell Order March,Abdominals
Single Arm Clubbell Order March,Abdominals
Ring Straddle Front Lever Pull Up,Back
Single Arm Ring Push Up,Chest
Ring L Sit Muscle Up,Back
Ring Strict Muscle Up,Back
Single Arm Kettlebell Suitcase Walking Lunge,Legs
Single Arm Kettlebell Front Rack Walking Lunge,Legs
Single Arm Kettlebell Overhead Walking Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Walking Lunge,Legs
Single Arm Landmine Split Squat Isometric Shoulder Press,Front Shoulder
Single Arm Clubbell Inside Pendulum to Outside Pendulum,Abdominals
Clubbell Inside Pendulum,Abdominals
Clubbell Inside Pendulum to Outside Pendulum,Abdominals
Single Arm Clubbell Outside Circle,Abdominals
Alternating Double Clubbell Outside Circle,Abdominals
Double Clubbell Inside Circle to Outside Circle,Abdominals
Double Clubbell Front Flag Hold March,Abdominals
Single Arm Clubbell Front Flag Hold March,Abdominals
Single Arm Kettlebell Bottoms Up Front Rack Squat,Legs
Kettlebell Romanian Deadlift,Legs
Barbell Snatch Balance,Legs
Parallette Straddle Press to Handstand,Front Shoulder
Double Dumbbell Suitcase March,Abdominals
Single Arm Dumbbell Suitcase March,Abdominals
Double Dumbbell Front Rack March,Abdominals
Single Arm Dumbbell Front Rack March,Abdominals
Double Dumbbell Overhead March,Abdominals
Single Arm Dumbbell Overhead March,Abdominals
Barbell Front Rack March,Abdominals
Barbell Back Rack March,Abdominals
Barbell Back Rack Alternating Forward Lunge,Legs
Barbell Back Rack Alternating Reverse Lunge,Legs
Barbell Overhead Alternating Lateral Lunge,Legs
Barbell Front Rack Alternating Lateral Lunge,Legs
Barbell Back Rack Alternating Lateral Lunge,Legs
Kettlebell Single Leg Romanian Deadlift,Legs
Single Arm Ring Eccentric Chin Up ,Biceps
Parallette Freestanding Handstand,Front Shoulder
Ring Gironda Sternum Chin Up,Biceps
Single Arm Kettlebell Front Rack Contralateral Pistol Squat,Legs
Single Arm Kettlebell Front Rack Ipsilateral Pistol Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Pistol Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Pistol Squat,Legs
Kettlebell Horn Grip Pistol Squat,Legs
Single Arm Kettlebell Overhead Contralateral Pistol Squat,Legs
Single Arm Kettlebell Overhead Ipsilateral Pistol Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Contralateral Pistol Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Pistol Squat,Legs
Double Kettlebell L Sit,Abdominals
Double Kettlebell L Sit Lift Over,Abdominals
Single Arm Kettlebell Bottoms Up Windmill,Abdominals
Single Arm Kettlebell Bottoms Up Bent Press,Front Shoulder
Single Arm Kettlebell Bottoms Up Half Kneeling Bent Press,Front Shoulder
Ring L Sit Archer Pull Up,Back
Double Kettlebell Overhead March,Abdominals
Single Arm Kettlebell Overhead March,Abdominals
Double Kettlebell Suitcase Alternating Forward Lunge,Legs
Double Kettlebell Suitcase Alternating Lateral Lunge,Legs
Double Kettlebell Front Rack Alternating Lateral Lunge,Legs
Double Kettlebell Front Rack Alternating Forward Lunge,Legs
Double Kettlebell Front Rack Alternating Reverse Lunge,Legs
Double Kettlebell Bottoms Up Front Rack Alternating Lateral Lunge,Legs
Double Kettlebell Bottoms Up Front Rack Alternating Forward Lunge,Legs
Double Kettlebell Bottoms Up Front Rack Alternating Reverse Lunge,Legs
Double Dumbbell Suitcase Alternating Lateral Lunge,Legs
Double Dumbbell Front Rack Alternating Lateral Lunge,Legs
Double Dumbbell Front Rack Alternating Forward Lunge,Legs
Double Dumbbell Front Rack Alternating Reverse Lunge,Legs
Double Dumbbell Overhead Alternating Lateral Lunge,Legs
Double Dumbbell Overhead Alternating Forward Lunge,Legs
Double Dumbbell Overhead Alternating Reverse Lunge,Legs
Single Arm Dumbbell Suitcase Alternating Forward Lunge,Legs
Single Arm Dumbbell Suitcase Alternating Reverse Lunge,Legs
Alternating Single Arm Dumbbell Low Hold Alternating Lateral Lunge,Legs
Single Arm Dumbbell Front Rack Alternating Lateral Lunge,Legs
Single Arm Dumbbell Front Rack Alternating Forward Lunge,Legs
Single Arm Dumbbell Front Rack Alternating Reverse Lunge,Legs
Single Arm Dumbbell Overhead Alternating Lateral Lunge,Legs
Single Arm Dumbbell Overhead Alternating Forward Lunge,Legs
Single Arm Dumbbell Overhead Alternating Reverse Lunge,Legs
Double Kettlebell Overhead Alternating Lateral Lunge,Legs
Double Kettlebell Overhead Alternating Forward Lunge,Legs
Double Kettlebell Overhead Alternating Reverse Lunge,Legs
Dumbbell Goblet Alternating Lateral Lunge,Legs
Dumbbell Goblet Alternating Forward Lunge,Legs
Dumbbell Goblet Alternating Reverse Lunge,Legs
Clubbell Order Alternating Lateral Lunge,Legs
Clubbell Order Alternating Forward Lunge,Legs
Clubbell Order Alternating Reverse Lunge,Legs
Double Clubbell Order Alternating Lateral Lunge,Legs
Double Clubbell Order Alternating Forward Lunge,Legs
Double Clubbell Order Alternating Reverse Lunge,Legs
Single Arm Clubbell Order Alternating Lateral Lunge,Legs
Single Arm Clubbell Order Alternating Forward Lunge,Legs
Single Arm Clubbell Order Alternating Reverse Lunge,Legs
Clubbell Front Flag Hold Alternating Lateral Lunge,Legs
Clubbell Front Flag Hold Alternating Forward Lunge,Legs
Clubbell Front Flag Hold Alternating Reverse Lunge,Legs
Double Clubbell Front Flag Hold Alternating Lateral Lunge,Legs
Double Clubbell Front Flag Hold Alternating Forward Lunge,Legs
Double Clubbell Front Flag Hold Alternating Reverse Lunge,Legs
Single Arm Clubbell Front Flag Hold Alternating Lateral Lunge,Legs
Single Arm Clubbell Front Flag Hold Alternating Forward Lunge,Legs
Single Arm Clubbell Front Flag Hold Alternating Reverse Lunge,Legs
Landmine Low Hold Alternating Lateral Lunge,Legs
Landmine Goblet Alternating Lateral Lunge,Legs
Landmine Goblet Alternating Reverse Lunge,Legs
Macebell Order Alternating Lateral Lunge,Legs
Macebell Order Alternating Forward Lunge,Legs
Macebell Order Alternating Reverse Lunge,Legs
Double Kettlebell Bottoms Up Overhead Alternating Lateral Lunge,Legs
Double Kettlebell Bottoms Up Overhead Alternating Forward Lunge,Legs
Double Kettlebell Bottoms Up Overhead Alternating Reverse Lunge,Legs
Single Arm Kettlebell Suitcase Alternating Forward Lunge,Legs
Double Dumbbell Front Rack Cyclist Squat,Legs
Double Dumbbell Overhead Cyclist Squat,Legs
Single Arm Dumbbell Front Rack Cyclist Squat,Legs
Single Arm Dumbbell Overhead Cyclist Squat,Legs
Bodyweight Alternating Lateral Lunge,Legs
Bodyweight Alternating Forward Lunge,Legs
Bodyweight Alternating Reverse Lunge,Legs
Macebell Order Cyclist Squat,Legs
Double Dumbbell Overhead Squat,Legs
Single Arm Dumbbell Overhead Squat,Legs
Macebell Order Squat,Legs
Double Dumbbell Front Rack Bulgarian Split Squat,Legs
Double Dumbbell Overhead Bulgarian Split Squat,Legs
Single Arm Dumbbell Overhead Ipsilateral Bulgarian Split Squat,Legs
Single Arm Dumbbell Suitcase Contralateral Bulgarian Split Squat,Legs
Single Arm Dumbbell Suitcase Ipsilateral Bulgarian Split Squat,Legs
Single Arm Dumbbell Front Rack Contralateral Bulgarian Split Squat,Legs
Single Arm Dumbbell Front Rack Ipsilateral Bulgarian Split Squat,Legs
Clubbell Order March,Abdominals
Macebell Order Walking Lunge,Legs
Suspension Alternating Lateral Lunge,Legs
Bulgarian Bag Back Rack Alternating Lateral Lunge,Legs
Bulgarian Bag Back Rack Walking Lunge,Legs
Bulgarian Bag Back Rack Alternating Forward Lunge,Legs
Heavy Sandbag Bear Hug Alternating Lateral Lunge,Legs
Heavy Sandbag Shoulder Alternating Lateral Lunge,Legs
Sandbag Front Rack Alternating Lateral Lunge,Legs
Sandbag Front Rack Walking Lunge,Legs
Sandbag Front Rack Alternating Forward Lunge,Legs
Sandbag Front Rack Alternating Reverse Lunge,Legs
Plate Overhead Walking Lunge,Legs
Plate Overhead Alternating Lateral Lunge,Legs
Plate Overhead Alternating Forward Lunge,Legs
Plate Overhead Alternating Reverse Lunge,Legs
Barbell Single Leg Standing Bent Knee Overhead Press,Front Shoulder
Single Arm Barbell Single Leg Standing Bent Knee Contralateral Overhead Press ,Front Shoulder
Bodyweight Tuck Planche,Abdominals
Single Arm Barbell Single Leg Standing Bent Knee Ipsilateral Overhead Press,Front Shoulder
Double Kettlebell Push Up to L Sit,Chest
Bar L Sit Hang,Abdominals
Ring L Sit Hang,Abdominals
Single Arm Bar L Sit Hang,Abdominals
Single Arm Ring L Sit Hang,Abdominals
Single Arm Kettlebell Suitcase Alternating Reverse Lunge,Legs
Parallette L Sit Flutter Kicks,Abdominals
Bodyweight Single Arm Contralateral Single Leg Push Up,Chest
Parallette Tuck Planche Push Up,Chest
Ring Maltese Push Up,Chest
Ring Tuck Planche Push Up,Chest
Parallette L Sit to Tuck Planche Push Up,Chest
Ring L Sit to Tuck Planche Push Up,Chest
Bar Advanced Tuck Front Lever Pull Up,Back
Bar Gironda Sternum Chin Up,Biceps
Bar L Sit Archer Pull Up,Back
Bar Straddle Front Lever Pull Up,Back
Bar Strict Muscle Up,Back
Bar Tuck Front Lever Pull Up,Back
Bodyweight Tuck Planche Push Up,Chest
Double Clubbell Asynchronous Mill,Rear Shoulder
Clubbell Order Step Up,Legs
Clubbell Order Alternating Step Up,Legs
Bodyweight L Sit,Abdominals
Bodyweight Single Arm L Sit,Abdominals
Alternating Single Arm Kettlebell Low Hold Alternating Lateral Lunge,Legs
Single Arm Kettlebell Front Rack Alternating Lateral Lunge,Legs
Single Arm Kettlebell Front Rack Alternating Forward Lunge,Legs
Single Arm Kettlebell Front Rack Alternating Reverse Lunge,Legs
Single Arm Kettlebell Bottoms Up Front Rack Alternating Lateral Lunge,Legs
Single Arm Kettlebell Bottoms Up Front Rack Alternating Forward Lunge,Legs
Parallette V Sit to Pike Press Handstand,Front Shoulder
Ring Pseudo Planche Push Up,Chest
Single Arm Macebell Order Contralateral Cossack Squat,Legs
Single Arm Macebell Order Low Switch Cossack Squat,Legs
Single Arm Macebell Order Alternating Cossack Squat,Legs
Single Arm Macebell Order Foot Elevated Contralateral Cossack Squat,Legs
Stability Ball Feet Elevated Glute Bridge,Legs
Bodyweight Mountain Climber,Abdominals
Suspension Feet Elevated Mountain Climber,Abdominals
Bodyweight Straddle L Sit,Abdominals
Single Arm Kettlebell Bottoms Up Front Rack Alternating Reverse Lunge,Legs
Bodyweight Cossack Squat,Legs
Bodyweight Wall Facing Handstand Push Up,Front Shoulder
